MANDT,EBELN,EBELP,STATU,AEDAT,TXZ01,MATNR,EMATN,BUKRS,WERKS,LGORT,BEDNR,MATKL,INFNR
1,60624307,10,F,09/19/2008,SC8042\SERVO,,,1000,US01,W1EX,,XAC,
1,60624445,10,F,09/22/2008,P94B12-209\FUEL PUMP,,,1000,US01,W1EX,,XAC,
1,60624447,10,F,09/22/2008,220000008\BLOWER ASSY,,,1000,US01,W1EX,,XAC,
1,60624450,10,F,09/22/2008,C623A2005103\SCISSORS LINK,,,1000,US01,W1EX,,XAC,
1,60624451,10,F,09/22/2008,B18-945.22.28.4.DN\CLOCK,,,1000,US01,W1EX,,XAC,
1,60624616,10,F,09/25/2008,3A43.32.20F.28.4.EE\ALTIMETER,,,1000,US01,W1EX,,XAC,
1,60624617,10,F,09/25/2008,501-1845-01\GYRO HORIZON,,,1000,US01,W1EX,,XAC,
1,60624658,10,F,09/23/2008,AW-EURO-4\SIGNAL PROCESSOR,,,1000,US01,W1EX,,XAC,
1,60624661,10,F,09/23/2008,SV-EURO-5\AMPLIFIER UNIT,,,1000,US01,W1EX,,XAC,
1,60624662,10,F,09/23/2008,130100\FUEL PUMP CARTRIDGE,,,1000,US01,W1EX,,XAC,
1,60624796,10,F,09/25/2008,PN 64279-004-1 TRANSMITTER SN 1245,,,1000,US01,W1EX,,XAC,
1,60624797,10,F,09/25/2008,PN 39951213 NR INDICATOR SN 3736,,,1000,US01,W1EX,,XAC,
1,60625118,10,F,10/02/2008,L311M1075103\MAIN SWITCH,,,1000,US01,W1EX,,XAC,
1,60625122,10,F,10/03/2008,418-00491-350 / AUTO PILOT COMPUTER,,,1000,US01,W1EX,,XAC,
1,60625123,10,F,10/03/2008,738292 / AMPLIFIER,,,1000,US01,W1EX,,XAC,
1,60625124,10,F,10/03/2008,5658-601-80-10 / FAILURE DISPLAY,,,1000,US01,W1EX,,XAC,
1,60625132,10,F,10/06/2008,PN JBS880-3  MIXING VALVE  SN K12131,,,1000,US01,W1EX,,XAC,
1,60625133,10,F,10/06/2008,"PN 97167 RELAY, BRAKING CIRCUIT SN 69",,,1000,US01,W1EX,,XAC,
1,60625150,10,F,09/29/2008,L316M30C1003\CDS,,,1000,US01,W1EX,,XAC,
1,60625152,10,F,09/29/2008,L316M30C1004\CDS,,,1000,US01,W1EX,,XAC,
1,60625177,10,F,10/03/2008,P94B12-209\FUEL PUMP,,,1000,US01,W1EX,,XAC,
1,60625184,10,F,10/03/2008,33000025-1\FIRE EXTINGUISHER,,,1000,US01,W1EX,,XAC,
1,60625186,10,F,10/03/2008,91000136\DATA TRANSFER UNIT,,,1000,US01,W1EX,,XAC,
1,60625290,10,F,10/08/2008,97241-220\ELECTRO VALVE,,,1000,US01,W1EX,,XAC,
1,60625291,10,F,10/08/2008,SC8031-1\SERVO,,,1000,US01,W1EX,,XAC,
1,60625295,10,F,10/09/2008,P94B12-209\FUEL PUMP,,,1000,US01,W1EX,,XAC,
1,60625297,10,F,10/09/2008,P94B12-209\FUEL PUMP,,,1000,US01,W1EX,,XAC,
1,60625299,10,F,10/09/2008,B771M40C1003\TRIPLE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60625307,10,F,10/10/2008,4503-350-4\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60625342,10,F,09/29/2008,L316M30C1003\CDS,,,1000,US01,W1EX,,XAC,
1,60625344,10,F,10/02/2008,420-00332-430\AHRS,,,1000,US01,W1EX,,XAC,
1,60625402,10,F,10/10/2008,B713M2021101 FIREWALL ASSY,,,1000,US01,W1EX,,XAC,
1,60625403,10,F,10/10/2008,PN L284M30C1004 FUEL PROBE SN 897,,,1000,US01,W1EX,,XAC,
1,60625449,10,F,10/07/2008,130100\FUEL PUMP CARTRIDGE,,,1000,US01,W1EX,,XAC,
1,60625451,10,F,10/07/2008,4503-350-3\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60625453,10,F,10/07/2008,501-1228-03\EMERGENCY POWER SUPPLY,,,1000,US01,W1EX,,XAC,
1,60625454,10,F,10/07/2008,AA95-863TSO\AUDIO PANEL,,,1000,US01,W1EX,,XAC,
1,60625455,10,F,10/07/2008,L316M30C1005\CDS,,,1000,US01,W1EX,,XAC,
1,60625457,10,F,10/07/2008,61476-402-1\NR INDICATOR,,,1000,US01,W1EX,,XAC,
1,60625458,10,F,10/07/2008,4503-350-4\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60625462,10,F,10/08/2008,ES73175-4/ BLOWER MOTOR,,,1000,US01,W1EX,,XAC,
1,60625463,10,F,10/08/2008,JBS880-3 / VALVE HEAT MIXING,,,1000,US01,W1EX,,XAC,
1,60625468,10,F,10/08/2008,B761M2007101 / ACTUATOR,,,1000,US01,W1EX,,XAC,
1,60625743,10,F,10/13/2008,B761M2007101\ACTUATOR,,,1000,US01,W1EX,,XAC,
1,60625744,10,F,10/13/2008,117-11170-01\FITTING ASSY,,,1000,US01,W1EX,,XAC,
1,60625745,10,F,10/13/2008,105-46686\SERVO VALVE,,,1000,US01,W1EX,,XAC,
1,60625749,10,F,10/13/2008,B673M40A1001\TAIL ROTOR ACTUATOR,,,1000,US01,W1EX,,XAC,
1,60625750,10,F,10/13/2008,B761M2007101\ACTUATOR,,,1000,US01,W1EX,,XAC,
1,60625761,10,F,10/14/2008,L633M2010108\Z-ARIS MOUNT,,,1000,US01,W1EX,,XAC,
1,60625762,10,F,10/14/2008,L633M2010108\Z-ARIS MOUNT,,,1000,US01,W1EX,,XAC,
1,60625781,10,F,10/17/2008,B212M20C1015/ BLOWER FAN,,,1000,US01,W1EX,,XAC,
1,60625897,10,F,10/17/2008,23032-048\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625898,10,F,10/17/2008,23081-002\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625900,10,F,10/17/2008,23081-002\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625901,10,F,10/17/2008,23081-072\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625902,10,F,10/17/2008,23032-048\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625903,10,F,10/17/2008,150SG117Q\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625904,10,F,10/17/2008,150SG117Q\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625905,10,F,10/17/2008,150SG117Q\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625906,10,F,10/17/2008,524-031\STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60625943,10,F,10/13/2008,B215M10C1011 BLOWER ASSY SN K1709,,,1000,US01,W1EX,,XAC,
1,60625949,10,F,10/15/2008,PN ACA-AS-117.0200 ABSORBER ASSY SN 0270,,,1000,US01,W1EX,,XAC,
1,60625950,10,F,10/15/2008,23081-043ARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60626052,10,F,10/20/2008,B761M5023102\VARTOMS CONTROL BOX,,,1000,US01,W1EX,,XAC,
1,60626058,10,F,10/20/2008,P94C16-606\FUEL PUMP,,,1000,US01,W1EX,,XAC,
1,60626059,10,F,10/20/2008,P94C16-606\FUEL PUMP,,,1000,US01,W1EX,,XAC,
1,60626060,10,F,10/20/2008,501-1228-03 emrgency pwr. sply. SN 80295,,,1000,US01,W1EX,,QBXAEC022,
1,60626064,10,F,10/21/2008,SV-UERO-5\SIGNAL TRANSMITTER UNIT,,,1000,US01,W1EX,,XAC,
1,60626065,10,F,10/21/2008,B633K1203-101\ROD ASSY,,,1000,US01,W1EX,,XAC,
1,60626082,10,F,10/23/2008,400-047152-9005 Display S/N 46874,,,1000,US01,W1EX,,XAC,
1,60626083,10,F,10/23/2008,501-1228-04\POWER SUPPLY,,,1000,US01,W1EX,,XAC,
1,60626084,10,F,10/23/2008,4502-350-3\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60626085,10,F,10/23/2008,4502-350-3\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60626160,10,F,10/21/2008,IPT-70RT1-100-250G\PRESSURE TRANSDUCER,,,1000,US01,W1EX,,XAC,
1,60626274,10,F,10/23/2008,PN SC5081-1 SERVO LONGITUDINAL SN206,,,1000,US01,W1EX,,XAC,
1,60626277,10,F,10/23/2008,L623M1006102\ROTOR HUB SHAFT ASSY,,,1000,US01,W1EX,,XAC,
1,60626292,10,F,10/24/2008,PN 130100 FUEL PUMP CART SN 560,,,1000,US01,W1EX,,XAC,
1,60626294,10,F,10/24/2008,B432M2051004 Wulfsberg c-5000 SN45875,,,1000,US01,W1EX,,XAC,
1,60626370,10,F,10/22/2008,704A47320039 /CLOCK,,,1000,US01,W1EX,,XAC,
1,60626516,10,F,10/31/2008,L771M40C1009\TRIPLE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60626517,10,F,10/31/2008,L771M40C1005\TRIPLE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60626519,10,F,10/31/2008,B311M3010101\MAIN SWITCH,,,1000,US01,W1EX,,XAC,
1,60626520,10,F,10/31/2008,B334M3006104\DIM UNIT,,,1000,US01,W1EX,,XAC,
1,60626521,10,F,10/31/2008,B761M5023102\VARTOMS CONTROL BOX,,,1000,US01,W1EX,,XAC,
1,60626522,10,F,10/31/2008,L311M1075102\SWITCH UNIT,,,1000,US01,W1EX,,XAC,
1,60626524,10,F,10/31/2008,SV-EURO-5\SIGNAL AMPLIFIER,,,1000,US01,W1EX,,XAC,
1,60626525,10,F,10/31/2008,L315M50C1001\WARNING UNIT,,,1000,US01,W1EX,,XAC,
1,60626526,10,F,10/31/2008,LRA15\DC CONVERTER,,,1000,US01,W1EX,,XAC,
1,60626527,10,F,10/31/2008,B623M4001102\DRIVE ROD ASSY,,,1000,US01,W1EX,,XAC,
1,60626531,10,F,11/03/2008,420800001\BLOWER MOTOR,,,1000,US01,W1EX,,XAC,
1,60626536,10,F,11/03/2008,61476-403-1\TACH INDICATOR,,,1000,US01,W1EX,,XAC,
1,60626537,10,F,11/03/2008,5448-709-91-11\N1 INDICATOR,,,1000,US01,W1EX,,XAC,
1,60626538,10,F,11/03/2008,19A3047\BLOWER,,,1000,US01,W1EX,,XAC,
1,60626611,10,F,11/04/2008,L642A2004101\PITCH CHANGE SPIDER,,,1000,US01,W1EX,,XAC,
1,60626612,10,F,11/04/2008,PN B761M5023102 VARTOM CONTROL SN 174,,,1000,US01,W1EX,,XAC,
1,60626613,10,F,11/04/2008,PN SSTU-EURC2-1 SENSOR SIGN XMTR SN 238,,,1000,US01,W1EX,,XAC,
1,60626616,10,F,11/04/2008,P94B12-209\BOOSTER PUMP,,,1000,US01,W1EX,,XAC,
1,60626617,10,F,11/04/2008,PN 120-0260-1 BLOWER ASSY SN K15855,,,1000,US01,W1EX,,XAC,
1,60626629,10,F,11/05/2008,PN L315M5002102 WARNING UNIT SN SA0114,,,1000,US01,W1EX,,XAC,
1,60626678,10,F,10/28/2008,B771M40C1003\TRIPLE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60626710,10,F,11/03/2008,B761M5013101 Vartoms Monitor Box SN 258,,,1000,US01,W1EX,,XAC,
1,60626716,10,F,11/03/2008,PN L316M30C1005 COCKPIT DISPLAY SN 0271,,,1000,US01,W1EX,,XAC,
1,60626717,10,F,11/03/2008,PN L316M30C1004 COCKPIT DISPLAY SN 0290,,,1000,US01,W1EX,,XAC,
1,60626721,10,F,11/05/2008,L633M2010107\Z-ARIS MOUNT,,,1000,US01,W1EX,,XAC,
1,60626722,10,F,11/05/2008,120-0260-1\BLOWER ASSY,,,1000,US01,W1EX,,XAC,
1,60626724,10,F,11/05/2008,JBS880-3\MIXING VALVE,,,1000,US01,W1EX,,XAC,
1,60626730,10,F,11/05/2008,B761M5013101 VARTOMS CONTROL BOX SN079,,,1000,US01,W1EX,,XAC,
1,60626732,10,F,11/06/2008,B18-945.22.28.1.A/ CLOCK,,,1000,US01,W1EX,,XAC,
1,60626753,10,F,10/27/2008,RepairMicrohmmeter\LUH-0051\OM16\1109667,,,1000,US01,,,QBXAEC022,
1,60626839,10,F,11/03/2008,G55-56-7-4\PRESSURE TRANSDUCER,,,1000,US01,W1EX,,XAC,
1,60626842,10,F,11/03/2008,PC-50-8B\INVERTER,,,1000,US01,W1EX,,XAC,
1,60626844,10,F,11/03/2008,PC-50-8B\INVERTER,,,1000,US01,W1EX,,XAC,
1,60626887,10,F,11/06/2008,PC-50-8B\INVERTER,,,1000,US01,W1EX,,XAC,
1,60626964,10,F,11/06/2008,PN SC5083 SERVO SN 1008,,,1000,US01,W1EX,,XAC,
1,60626965,10,F,11/06/2008,PN SC5083 SERVO SN 789,,,1000,US01,W1EX,,XAC,
1,60626966,10,F,11/06/2008,PN SC508 SERVO SN 258,,,1000,US01,W1EX,,XAC,
1,60626968,10,F,11/06/2008,PN SC5072 SERVO SN711,,,1000,US01,W1EX,,XAC,
1,60627055,10,F,11/07/2008,PN 130100 FUEL PUMP CART SN 851,,,1000,US01,W1EX,,XAC,
1,60627056,10,F,11/07/2008,PN B311M3010101 MAIN SW PANEL SN NA,,,1000,US01,W1EX,,XAC,
1,60627170,10,F,11/07/2008,L623M1006102\ROTOR HUB SHAFT,,,1000,US01,W1EX,,XAC,
1,60627251,10,F,11/11/2008,758-355-2\FUEL GAGE TRANSMITTER,,,1000,US01,W1EX,,XAC,
1,60627327,10,F,11/18/2008,PN 704A34240015 ACCUMULATOR SN 13973,,,1000,US01,W1EX,,XAC,
1,60627328,10,F,11/18/2008,PN 704A34240015 ACCUMULATOR SN 13146,,,1000,US01,W1EX,,XAC,
1,60627329,10,F,11/18/2008,PN 704A34240015 ACCUMULATOR SN 1209,,,1000,US01,W1EX,,XAC,
1,60627330,10,F,11/18/2008,PN 350A75200005  COLLECTOR ASSY,,,1000,US01,W1EX,,XAC,
1,60627331,10,F,11/18/2008,PN 350A75200005  COLLECTOR ASSY,,,1000,US01,W1EX,,XAC,
1,60627332,10,F,11/18/2008,PN 350A75200005  COLLECTOR ASSY,,,1000,US01,W1EX,,XAC,
1,60627333,10,F,11/18/2008,PN 64818-303-1 FUEL PRESS IND. SN 677,,,1000,US01,W1EX,,XAC,
1,60627334,10,F,11/18/2008,PN 2310-230-00-12 AMMETER SN 493,,,1000,US01,W1EX,,XAC,
1,60627370,10,F,11/10/2008,704A44-310-025/ PUMP ASSY,,,1000,US01,W1EX,,XAC,
1,60627388,10,F,11/12/2008,"PN D24AB1041 RELAY, BREAKING CIR SN 749",,,1000,US01,W1EX,,XAC,
1,60627389,10,F,11/12/2008,"PN D24AB1041 RELAY, BREAKING CIR SN 633",,,1000,US01,W1EX,,XAC,
1,60627390,10,F,11/12/2008,"PN D24AB1041 RELAY, BREAKING CIR SN 827",,,1000,US01,W1EX,,XAC,
1,60627451,10,F,11/10/2008,8850-001/ BRAKE TRANSMITTER,,,1000,US01,W1EX,,XAC,
1,60627477,10,F,11/11/2008,4502-350-3/ BATTERY MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60627478,10,F,11/11/2008,L316M30C1003/ CDS,,,1000,US01,W1EX,,XAC,
1,60627479,10,F,11/11/2008,625614-1-1/ TEMP SENSOR CONTROL,,,1000,US01,W1EX,,XAC,
1,60627480,10,F,11/11/2008,B18-945.22.28.2.A/ CLOCK,,,1000,US01,W1EX,,XAC,
1,60627481,10,F,11/11/2008,B18-945.22.28.1.A/ CLOCK,,,1000,US01,W1EX,,XAC,
1,60627482,10,F,11/11/2008,B18-945.22.28.2.A/ CLOCK,,,1000,US01,W1EX,,XAC,
1,60627483,10,F,11/11/2008,G55-56-7-4 / PRESSURE TRANSDUCER,,,1000,US01,W1EX,,XAC,
1,60627484,10,F,11/11/2008,P94C16-606/ PUMP BOOST,,,1000,US01,W1EX,,XAC,
1,60627489,10,F,11/13/2008,L771M40C1009\TRIPLE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60627490,10,F,11/13/2008,L771M40C1009\TRIPLE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60627495,10,F,11/13/2008,FDE83-20-03/ CONTROL BOX CYLINDER,,,1000,US01,W1EX,,XAC,
1,60627496,10,F,11/13/2008,L316M30C1003\CDS,,,1000,US01,W1EX,,XAC,
1,60627509,10,F,11/14/2008,3A41.32.20F.28.4.EP Altimeter SN 1042502,,,1000,US01,W1EX,,XAC,
1,60627510,10,F,11/14/2008,4503-350-3\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60627580,10,F,11/12/2008,SC5083/ SERVO,,,1000,US01,W1EX,,XAC,
1,60627581,10,F,11/12/2008,L633M2010103 DAMPENER Z-ARIS,,,1000,US01,W1EX,,XAC,
1,60627582,10,F,11/12/2008,117-61151-01/ CONTROL BOX,,,1000,US01,W1EX,,XAC,
1,60627600,10,F,11/14/2008,L281M20C1015\FUEL TANK,,,1000,US01,W1EX,,XAC,
1,60627606,10,F,11/14/2008,501-1849-01\ATTITUDE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60627611,10,F,11/17/2008,117-86687\LANDING LIGHT,,,1000,US01,W1EX,,XAC,
1,60627612,10,F,11/17/2008,151CH1\BATTERY,,,1000,US01,W1EX,,XAC,
1,60627618,10,F,11/18/2008,024803BA\BLOCK EQUIPE EC130,,,1000,US01,W1EX,,XAC,
1,60627631,10,F,11/20/2008,0230116-001 Search Light S/N 063306,,,1000,US01,W1EX,,XAC,
1,60627691,10,F,11/19/2008,L311M1075103\SWITCH UNIT 20VE,,,1000,US01,W1EX,,XAC,
1,60627710,10,F,11/20/2008,PN 684-1009-100 TRANSF RECT SN 503,,,1000,US01,W1EX,,XAC,
1,60627711,10,F,11/20/2008,PN 684-1009-100 TRANSF RECT SN 502,,,1000,US01,W1EX,,XAC,
1,60627712,10,F,11/20/2008,PN 684-1009-100 TRANSF RECT SN 58,,,1000,US01,W1EX,,XAC,
1,60627713,10,F,11/20/2008,PN 684-1009-100 TRANSF RECT SN 466,,,1000,US01,W1EX,,XAC,
1,60627714,10,F,11/20/2008,PN 684-1009-100 TRANSF RECT SN 374,,,1000,US01,W1EX,,XAC,
1,60627715,10,F,11/20/2008,PN 684-1009-100 TRANSF RECT SN 496,,,1000,US01,W1EX,,XAC,
1,60627716,10,F,11/20/2008,PN 684-1009-100 TRANSF RECT SN 124,,,1000,US01,W1EX,,XAC,
1,60627717,10,F,11/20/2008,PN 684-1009-200 TRANSF RECT SN 1974,,,1000,US01,W1EX,,XAC,
1,60627718,10,F,11/20/2008,PN 105-450121 DUAL HYD SYS SN 05-0021,,,1000,US01,W1EX,,XAC,
1,60627735,10,F,11/21/2008,SSTU-EURC2-1 Sensor Sgnl Trnsmtr SN0273,,,1000,US01,W1EX,,XAC,
1,60627736,10,F,11/22/2008,L771M40C1030/ TRIPLE TACH,,,1000,US01,W1EX,,XAC,
1,60627759,10,F,11/19/2008,105-45028/ HYD UNIT SYS,,,1000,US01,W1EX,,XAC,
1,60627774,10,F,11/19/2008,B713M2021101\FIRE WALL,,,1000,US01,W1EX,,XAC,
1,60627779,10,F,11/20/2008,9503\ELECTRIC PUMP,,,1000,US01,W1EX,,XAC,
1,60627850,10,F,11/19/2008,64279-004-1/ TRANSMITTER,,,1000,US01,W1EX,,XAC,
1,60627851,10,F,11/20/2008,1564T100-9/ ACTUATOR,,,1000,US01,W1EX,,XAC,
1,60627853,10,F,11/20/2008,340D20-12/ ELECTROVALVE,,,1000,US01,W1EX,,XAC,
1,60627863,10,F,11/20/2008,S129/ RELAY CONTACTOR,,,1000,US01,W1EX,,XAC,
1,60627865,10,F,11/21/2008,ES73175-1\BASE LOWER BLOWER,,,1000,US01,W1EX,,XAC,
1,60627867,10,F,11/21/2008,SC8042\SERVO,,,1000,US01,W1EX,,XAC,
1,60627886,10,F,11/25/2008,37.038.23.000/5\OIL COOLER,,,1000,US01,W1EX,,XAC,
1,60627936,10,F,12/01/2008,PN 105-64563 MAST MOMEMENT,,,1000,US01,W1EX,,XAC,
1,60627962,10,F,11/25/2008,PN 130062 BOX REGULATOR SN 435,,,1000,US01,W1EX,,XAC,
1,60628004,10,F,12/02/2008,P94C16-601\BOOSTER PUMP,,,1000,US01,W1EX,,XAC,
1,60628146,10,F,11/25/2008,011-00280-10 GNS430 S/N 97135718,,,1000,US01,W1EX,,XAC,
1,60628161,10,F,11/26/2008,482GC01Y031\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60628166,10,F,11/26/2008,"PN 365A12-0020-05  BLADE, T/R SN 56819",,,1000,US01,W1EX,,XAC,
1,60628167,10,F,11/26/2008,PN C623A2005103 SCISSOR LINK SN BRY108,,,1000,US01,W1EX,,XAC,
1,60628197,10,F,12/02/2008,B713M2020101\FIREWALL ASSY,,,1000,US01,W1EX,,XAC,
1,60628199,10,F,12/02/2008,9A2045\MOTOR PUMP,,,1000,US01,W1EX,,XAC,
1,60628201,10,F,12/02/2008,33000020-2\FIRE EXTINGUISHER,,,1000,US01,W1EX,,XAC,
1,60628205,10,F,12/02/2008,B633K1203-101\ROD ASSY,,,1000,US01,W1EX,,XAC,
1,60628206,10,F,12/02/2008,B761M2007101\ACTUATOR,,,1000,US01,W1EX,,XAC,
1,60628207,10,F,12/02/2008,130100\FUEL PUMP CARTRIDGE,,,1000,US01,W1EX,,XAC,
1,60628215,10,F,12/03/2008,130100\FUEL PUMP CARTRIDGE,,,1000,US01,W1EX,,XAC,
1,60628216,10,F,12/03/2008,AA83-001\PILOT/COPILOT STEREO,,,1000,US01,W1EX,,XAC,
1,60628221,10,F,12/03/2008,130062\BOX REGULATOR,,,1000,US01,W1EX,,XAC,
1,60628226,10,F,12/04/2008,064-1047-61 Trnsmtr/Recvr SN 45466,,,1000,US01,W1EX,,XAC,
1,60628235,10,F,12/05/2008,117-94052-17\ANNUNCIATOR PANEL,,,1000,US01,W1EX,,XAC,
1,60628236,10,F,12/05/2008,117-64151-03\BOOSTER PUMP,,,1000,US01,W1EX,,XAC,
1,60628237,10,F,12/05/2008,L311M1075102\SWITCH UNIT 20VE,,,1000,US01,W1EX,,XAC,
1,60628240,10,F,12/02/2008,JBS880-3\MIXING VALVE,,,1000,US01,W1EX,,XAC,
1,60628280,10,F,12/04/2008,3A43.32.20F.28.4.EE\ALTIMETER,,,1000,US01,W1EX,,XAC,
1,60628358,10,F,12/03/2008,23081-073/ STARTER GENERATOR,,,1000,US01,W1EX,,XAC,
1,60628359,10,F,12/03/2008,4649010008/ TRANSMISSION M/R,,,1000,US01,W1EX,,XAC,
1,60628360,10,F,12/03/2008,L284M30C1003/ FUEL PROBE,,,1000,US01,W1EX,,XAC,
1,60628361,10,F,12/03/2008,4217212/ RETRACTABLE LANDING LIGHT,,,1000,US01,W1EX,,XAC,
1,60628376,10,F,12/04/2008,PN 117-98609 RELAY CARD SN 0044,,,1000,US01,W1EX,,XAC,
1,60628379,10,F,12/05/2008,PN 1121-94400 HARNESS,,,1000,US01,W1EX,,XAC,
1,60628380,10,F,12/05/2008,PN 1121-94400 HARNESS,,,1000,US01,W1EX,,XAC,
1,60628382,10,F,12/05/2008,PN JBS8803 HEATER EJECTOR SN 111,,,1000,US01,W1EX,,XAC,
1,60628385,10,F,12/05/2008,011-00280-10 GNS 430  S/N 97135709,,,1000,US01,W1EX,,XAC,
1,60628539,10,F,12/05/2008,L258M20X1006/ PASS SERVICE UNIT,,,1000,US01,W1EX,,XAC,
1,60628790,10,F,12/09/2008,B771M40C1003\TRIPLE INDICATOR,,,1000,US01,W1EX,,XAC,
1,60628852,10,,12/09/2008,See Attached Request For Proposal,,,1000,US01,,,FDX,
1,60628853,10,,12/09/2008,See Attached Request For Proposal,,,1000,US01,,,FDX,
1,60628866,10,F,12/10/2008,501-1845-01 Horizon SN 1346,,,1000,US01,W1EX,,XAC,
1,60628867,10,F,12/10/2008,501-1845-01 Horizon SN 1346,,,1000,US01,W1EX,,XAC,
1,60628868,10,F,12/10/2008,064-01047-0061 vhf am com SN 22396,,,1000,US01,W1EX,,QBXAEC022,
1,60628896,10,F,12/12/2008,4502-350-3/ MASTER BOX BATTERY,,,1000,US01,W1EX,,XAC,
1,60628898,10,F,12/12/2008,37.038.23.000/3 / OIL COOLER,,,1000,US01,W1EX,,XAC,
1,60628941,10,F,12/08/2008,PN B18-945.22.28.2.A  CLOCK SN 1025126,,,1000,US01,W1EX,,XAC,
1,60628990,10,F,12/11/2008,4502-350-4\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60628991,10,F,12/11/2008,4502-350-4\MASTER BOX,,,1000,US01,W1EX,,XAC,
1,60629068,10,F,12/10/2008,L792M3005105\FAN RH,,,1000,US01,W1EX,,XAC,
1,60629075,10,F,12/11/2008,PN 130100 FUEL PUMP CART SN 1119,,,1000,US01,W1EX,,XAC,
1,60629198,10,F,12/23/2008,PN 105-41027 TRIMMER,,,1000,US01,W1EX,,XAC,
1,60629209,10,F,01/06/2009,130100\FUEL PUMP CARTRIDGE,,,1000,US01,W1EX,,XAC,
1,60629210,10,F,01/06/2009,130100\FUEL PUMP CARTRIDGE,,,1000,US01,W1EX,,XAC,
1,60629277,10,F,12/16/2008,PN 366A21-0104-05 FLOOR SN 21061151-9091,,,1000,US01,W1EX,,XAC,
1,60629278,10,F,12/16/2008,PN 366A21-0104-05 FLOOR,,,1000,US01,W1EX,,XAC,
1,60629333,10,F,01/05/2009,PN 1913HT PRESS GAGE SN 1255,,,1000,US01,W1EX,,XAC,
1,60629343,10,F,12/15/2008,1523675 EIBF TRAY / SB BK117-C-2-71-005-,,,1000,US01,W1EX,,XAC,
1,60629343,20,F,12/15/2008,1523675 EIBF TRAY / SB BK117-C-2-71-005-,,,1000,US01,W1EX,,XAC,
1,60629353,10,F,12/18/2008,BFS150A/ FILTER ASSY,,,1000,US01,W1EX,,XAC,
1,60629355,10,F,12/18/2008,117-12648-21/ FILTER ASSY,,,1000,US01,W1EX,,XAC,
1,60629356,10,F,12/18/2008,D107614/ ACTUATOR,,,1000,US01,W1EX,,XAC,
1,60629362,10,F,01/02/2009,b771m40c1003 Triple Tach SN 00645,,,1000,US01,W1EX,,XAC,
1,60629363,10,F,01/02/2009,SSTU-EURC2-1 Sensor Sgnl Trnsmtr sn317,,,1000,US01,W1EX,,QBXAEC022,
1,60629365,10,F,01/05/2009,B673M4DA1001 T/R Actuator SN 00238,,,1000,US01,W1EX,,XAC,
1,60629368,10,F,01/07/2009,PN JBS880-3 MIXING VALVE SN JBS8803-241,,,1000,US01,W1EX,,XAC,
1,60629443,10,F,12/16/2008,064-1047-61 Trnsmtr/Recvr SN 45533,,,1000,US01,W1EX,,XAC,
1,60629444,10,F,12/16/2008,Cal&RepairBatteryCharger\AEM1738\RF80-K,,,1000,US01,,,QBXAEC022,
1,60629445,10,F,12/16/2008,501-1845-01 Horizon SN 1385,,,1000,US01,W1EX,,XAC,
1,60629484,10,F,01/06/2009,4217212/ LANDING LIGHT,,,1000,US01,W1EX,,XAC,
1,60629486,10,F,01/06/2009,64550-007-1/ TACH N2 GENERATOR,,,1000,US01,W1EX,,XAC,
1,60629487,10,F,01/06/2009,35020-11111/ VERT SPEED INDICATOR,,,1000,US01,W1EX,,XAC,
1,60629530,10,F,01/12/2009,L633M201010\Z ARIS MOUNT,,,1000,US01,W1EX,,XAC,
1,60629532,10,F,01/12/2009,B761M5013101\VARTOMS BOX,,,1000,US01,W1EX,,XAC,
1,60629533,10,F,01/12/2009,B633K1203-101\ROD ASSY,,,1000,US01,W1EX,,XAC,
1,60629535,10,F,01/12/2009,SV-EURO-5\AMPLIFIER SIGNAL,,,1000,US01,W1EX,,XAC,
1,60629537,10,F,01/12/2009,B761M5023102\VARTOMS CONTROL UNIT,,,1000,US01,W1EX,,XAC,
